Date,Open,High,Low,Close,Adj Close,Volume
2002-08-01,91.099998,91.230003,88.449997,88.5,60.81427,200300
2002-08-02,88.699997,88.849998,85.720001,86.540001,59.467419,314600
2002-08-05,86.449997,86.519997,83.599998,83.720001,57.529579,126100
2002-08-06,85.57,87.949997,85.550003,86.230003,59.254395,146600
2002-08-07,88.25,88.919998,85.730003,87.93,60.422588,483200
2002-08-08,88.25,91.089996,87.900002,90.870003,62.44286,637100
2002-08-09,89.879997,91.870003,89.5,91.25,62.703957,134500
2002-08-12,89.940002,91.25,89.580002,90.699997,62.326042,181500
2002-08-13,90.199997,91.610001,88.760002,88.760002,60.992947,242000
2002-08-14,89.199997,92.529999,88.010002,92.25,63.39114,91500
2002-08-15,92.900002,93.790001,92.400002,93.57,64.298203,400500
2002-08-16,92.900002,94.029999,91.970001,93.190002,64.037086,126500
2002-08-19,93.339996,95.629997,93.290001,95.410004,65.562584,137700
2002-08-20,94.849998,95,93.639999,94.279999,64.786072,176500
2002-08-21,94.800003,95.699997,93.660004,95.699997,65.761871,173400
2002-08-22,95.699997,96.989998,95.169998,96.739998,66.476532,117500
2002-08-23,95.900002,96.010002,94.190002,94.510002,64.944153,331300
2002-08-26,94.879997,95.57,93.5,95.269997,65.466385,237500
2002-08-27,95.900002,95.959999,93.459999,93.910004,64.531837,153800
2002-08-28,93.199997,93.349998,91.769997,92.139999,63.315578,176600
2002-08-29,90.949997,92.800003,90.870003,92.129997,63.308674,98800
2002-08-30,91.580002,93.279999,91.5,91.760002,63.054409,91300
2002-09-03,90.349998,90.57,88.120003,88.169998,60.587471,169500
2002-09-04,88.699997,90.160004,88.129997,89.519997,61.515179,469300
2002-09-05,88,89.309998,87.5,88.379997,60.731796,307700
2002-09-06,89.940002,90.480003,89.309998,89.730003,61.659462,236200
2002-09-09,89.300003,91.220001,88.790001,90.860001,62.43597,83400
2002-09-10,91.099998,91.720001,90.57,91.720001,63.026943,124400
2002-09-11,93.220001,93.220001,91.220001,91.220001,62.683384,108300
2002-09-12,90.800003,90.800003,89.07,89.540001,61.528919,99400
2002-09-13,88.650002,89.830002,88.290001,89.489998,61.494572,69400
2002-09-16,88.699997,89.470001,88.050003,89.470001,61.752686,119400
2002-09-17,90.599998,90.599998,87.370003,87.370003,60.303257,781100
2002-09-18,87.18,87.93,85.879997,86.400002,59.633793,261500
2002-09-19,85.629997,86.290001,84.419998,84.470001,58.301651,1112200
2002-09-20,84.849998,85.129997,84.029999,84.550003,58.356895,233400
2002-09-23,83.760002,83.949997,82.660004,83.580002,57.687393,163000
2002-09-24,82.419998,83.550003,81.849998,82.379997,56.859158,265000
2002-09-25,83.25,84.650002,82.290001,84.309998,58.191235,154800
2002-09-26,85.050003,85.860001,84.510002,85.730003,59.171326,168400
2002-09-27,84.919998,85.449997,82.879997,82.93,57.23875,205500
2002-09-30,81.199997,82.730003,80.129997,81.889999,56.520927,1918400
2002-10-01,82.300003,85.75,81.639999,85.75,59.18515,194800
2002-10-02,84.480003,85.400002,82.610001,83.099998,57.356098,241400
2002-10-03,83.25,84.25,81.93,82.199997,56.734894,261600
2002-10-04,82.800003,82.800003,79.599998,80.900002,55.837627,416200
2002-10-07,80.099998,81.080002,78.459999,78.760002,54.3606,353300
2002-10-08,79.550003,81.260002,78.150002,80.199997,55.354481,283800
2002-10-09,79,80.279999,77.790001,78.139999,53.93264,255300
2002-10-10,77.769997,80.970001,77.050003,80.669998,55.678902,366200
2002-10-11,82.25,84.769997,81.82,83.959999,57.949669,447100
2002-10-14,83.050003,84.730003,83.050003,84.57,58.370712,127300
2002-10-15,87.349998,88.82,86.879997,88.82,61.304085,769700
2002-10-16,87.050003,87.779999,85.910004,86.650002,59.80629,360600
2002-10-17,89.150002,89.199997,87.889999,88.260002,60.917545,408300
2002-10-18,87.349998,88.989998,86.919998,88.75,61.255737,409100
2002-10-21,88.099998,90.489998,87.610001,90.190002,62.249668,195800
2002-10-22,89.199997,89.980003,88.550003,89.529999,61.794109,1172300
2002-10-23,88.449997,90.239998,87.650002,90.239998,62.284126,208100
2002-10-24,90.849998,90.860001,88.099998,88.309998,60.952072,304900
2002-10-25,88.400002,90.099998,88.010002,90.099998,62.187546,109000
2002-10-28,91.330002,91.330002,88.830002,89.589996,61.835514,325500
2002-10-29,89.199997,89.400002,87.019997,88.510002,61.090099,201900
2002-10-30,88.550003,89.849998,88.160004,89.389999,61.697445,128200
2002-10-31,89.970001,90.269997,88.220001,88.699997,61.221214,532700
2002-11-01,88.099998,90.730003,88.089996,90.360001,62.366966,169300
2002-11-04,91.669998,92.870003,90.910004,91.139999,62.905346,302800
2002-11-05,91.099998,92.040001,90.989998,91.879997,63.416092,206000
2002-11-06,92.300003,92.989998,90.650002,92.839996,64.078674,489900
2002-11-07,91.900002,92.029999,90.120003,90.629997,62.553349,463700
2002-11-08,90.300003,91.529999,89.5,89.639999,61.870041,1146400
2002-11-11,89.25,89.279999,87.760002,88.269997,60.924465,201300
2002-11-12,88.5,89.870003,88.309998,88.82,61.304085,938000
2002-11-13,88.150002,89.699997,87.589996,88.629997,61.17292,335600
2002-11-14,90.239998,91,89.760002,90.790001,62.663773,438400
2002-11-15,89.900002,91.559998,89.900002,91.459999,63.126209,219600
2002-11-18,91.910004,92.190002,90.410004,90.559998,62.505005,310600
